route_name,start_stop_name,start_ds100,end_stop_name,end_ds100,composition_id,n_coaches,weight_t,length_m,v_max_kmh,energy_kwh,distance_km,travel_time_min
NJ 470 = NJ 471,Frankfurt (Main) Süd,FFS,Karlsruhe Hbf,RK,REF-PREM-12,12,631.6,316.8,200,926,130.9,81
NJ 470 = NJ 471,Frankfurt (Main) Süd,FFS,Karlsruhe Hbf,RK,NEW-BAL-7,7,313.8,185.7,230,610,130.9,80
NJ 470 = NJ 471,Frankfurt (Main) Süd,FFS,Karlsruhe Hbf,RK,NEW-BAL-14,14,627.6,371.4,230,961,130.9,81
NJ 470 = NJ 471,Hannover Hbf,HH,Bremen Hbf,HB,REF-BUD-6,6,323.3,158.4,200,458,122.2,74
NJ 470 = NJ 471,Hannover Hbf,HH,Bremen Hbf,HB,REF-COUCH-6,6,313.0,158.4,200,453,122.2,74
NJ 470 = NJ 471,Hannover Hbf,HH,Bremen Hbf,HB,REF-BAL-9,9,501.4,237.6,200,579,122.2,74
NJ 470 = NJ 471,Hannover Hbf,HH,Bremen Hbf,HB,REF-COUCH-10,10,532.2,264.0,200,607,122.2,75
NJ 470 = NJ 471,Hannover Hbf,HH,Bremen Hbf,HB,REF-BUD-12,12,636.0,316.8,200,682,122.2,75
NJ 470 = NJ 471,Hannover Hbf,HH,Bremen Hbf,HB,REF-PREM-12,12,631.6,316.8,200,680,122.2,75
NJ 470 = NJ 471,Hannover Hbf,HH,Bremen Hbf,HB,NEW-BAL-7,7,313.8,185.7,230,474,122.2,74
NJ 470 = NJ 471,Hannover Hbf,HH,Bremen Hbf,HB,NEW-BAL-14,14,627.6,371.4,230,714,122.2,75
NJ 470 = NJ 471,Heidelberg Hbf,RH,Darmstadt Hbf,FD,REF-BUD-6,6,323.3,158.4,200,269,59.3,37
NJ 470 = NJ 471,Heidelberg Hbf,RH,Darmstadt Hbf,FD,REF-COUCH-6,6,313.0,158.4,200,266,59.3,37
NJ 470 = NJ 471,Heidelberg Hbf,RH,Darmstadt Hbf,FD,REF-BAL-9,9,501.4,237.6,200,354,59.3,37
NJ 470 = NJ 471,Heidelberg Hbf,RH,Darmstadt Hbf,FD,REF-COUCH-10,10,532.2,264.0,200,372,59.3,38
NJ 470 = NJ 471,Heidelberg Hbf,RH,Darmstadt Hbf,FD,REF-BUD-12,12,636.0,316.8,200,423,59.3,38
NJ 470 = NJ 471,Heidelberg Hbf,RH,Darmstadt Hbf,FD,REF-PREM-12,12,631.6,316.8,200,421,59.3,38
NJ 470 = NJ 471,Heidelberg Hbf,RH,Darmstadt Hbf,FD,NEW-BAL-7,7,313.8,185.7,230,277,59.3,37
NJ 470 = NJ 471,Heidelberg Hbf,RH,Darmstadt Hbf,FD,NEW-BAL-14,14,627.6,371.4,230,437,59.3,38
NJ 470 = NJ 471,Karlsruhe Hbf,RK,Bruchsal,RBR,REF-BUD-6,6,323.3,158.4,200,101,21.2,14
NJ 470 = NJ 471,Karlsruhe Hbf,RK,Bruchsal,RBR,REF-COUCH-6,6,313.0,158.4,200,99,21.2,14
NJ 470 = NJ 471,Karlsruhe Hbf,RK,Bruchsal,RBR,REF-BAL-9,9,501.4,237.6,200,135,21.2,14
NJ 470 = NJ 471,Karlsruhe Hbf,RK,Bruchsal,RBR,REF-COUCH-10,10,532.2,264.0,200,142,21.2,14
NJ 470 = NJ 471,Karlsruhe Hbf,RK,Bruchsal,RBR,REF-BUD-12,12,636.0,316.8,200,162,21.2,14
NJ 470 = NJ 471,Karlsruhe Hbf,RK,Bruchsal,RBR,REF-PREM-12,12,631.6,316.8,200,161,21.2,14
NJ 470 = NJ 471,Karlsruhe Hbf,RK,Bruchsal,RBR,NEW-BAL-7,7,313.8,185.7,230,103,21.2,14
NJ 470 = NJ 471,Karlsruhe Hbf,RK,Bruchsal,RBR,NEW-BAL-14,14,627.6,371.4,230,172,21.2,14
